fromProductId,toProductId,similarityScore,algorithm,computedAt
PRD00173,PRD00197,0.7671,pagerank,2025-09-17
PRD00173,PRD00179,0.7668,node-similarity,2023-05-08
PRD00174,PRD00185,0.5747,content-based,2022-04-02
PRD00174,PRD00193,0.8756,collaborative,2025-02-07
PRD00174,PRD00172,0.8827,hybrid,2023-05-02
PRD00175,PRD00196,0.7028,node-similarity,2025-03-13
PRD00175,PRD00197,0.9032,pagerank,2025-10-03
PRD00175,PRD00176,0.8219,pagerank,2025-01-05
PRD00176,PRD00190,0.5531,content-based,2023-12-02
PRD00176,PRD00173,0.7152,collaborative,2025-08-08
PRD00176,PRD00181,0.9423,pagerank,2025-10-08
PRD00177,PRD00194,0.8948,collaborative,2023-06-29
PRD00177,PRD00172,0.9325,pagerank,2024-02-25
PRD00177,PRD00167,0.6423,node-similarity,2025-04-06
PRD00178,PRD00170,0.7152,hybrid,2022-01-31
PRD00178,PRD00192,0.6979,hybrid,2022-07-23
PRD00178,PRD00189,0.7284,collaborative,2024-03-25
PRD00179,PRD00196,0.5885,content-based,2023-02-04
PRD00179,PRD00184,0.7597,node-similarity,2025-01-01
PRD00179,PRD00176,0.5662,hybrid,2022-05-05
PRD00180,PRD00196,0.6748,pagerank,2025-09-13
PRD00180,PRD00198,0.9381,node-similarity,2022-12-29
PRD00180,PRD00168,0.624,content-based,2024-07-06
PRD00181,PRD00177,0.7489,node-similarity,2022-03-18
PRD00181,PRD00171,0.6028,node-similarity,2024-08-09
PRD00181,PRD00173,0.9767,node-similarity,2024-03-22
PRD00182,PRD00196,0.8595,pagerank,2022-11-07
PRD00182,PRD00177,0.583,collaborative,2024-01-28
PRD00182,PRD00184,0.8307,pagerank,2023-02-02
PRD00183,PRD00181,0.8062,collaborative,2025-05-21
PRD00183,PRD00194,0.5664,node-similarity,2024-05-11
PRD00183,PRD00198,0.6046,node-similarity,2022-03-21
PRD00184,PRD00183,0.894,node-similarity,2023-03-30
PRD00184,PRD00188,0.7454,hybrid,2024-05-13
PRD00184,PRD00196,0.6985,content-based,2024-11-20
PRD00185,PRD00181,0.7316,pagerank,2023-09-05
PRD00185,PRD00197,0.9876,node-similarity,2022-06-11
PRD00186,PRD00181,0.7292,hybrid,2023-11-14
PRD00186,PRD00198,0.6452,node-similarity,2023-03-18
PRD00187,PRD00197,0.7527,node-similarity,2023-03-24
PRD00187,PRD00176,0.7947,collaborative,2023-10-07
PRD00187,PRD00190,0.8461,pagerank,2023-09-01
PRD00188,PRD00167,0.9061,node-similarity,2024-10-02
PRD00188,PRD00168,0.879,pagerank,2024-07-21
PRD00188,PRD00194,0.8645,node-similarity,2025-07-02
PRD00189,PRD00169,0.8237,node-similarity,2024-08-16
PRD00189,PRD00191,0.8849,collaborative,2024-03-08
PRD00190,PRD00191,0.924,content-based,2023-07-30
PRD00190,PRD00177,0.7077,content-based,2024-12-06
PRD00191,PRD00175,0.7003,node-similarity,2024-05-17
PRD00191,PRD00172,0.7072,pagerank,2022-02-02
PRD00192,PRD00181,0.8675,content-based,2022-12-07
PRD00192,PRD00196,0.7896,pagerank,2025-12-19
PRD00192,PRD00184,0.7109,pagerank,2025-05-06
PRD00193,PRD00172,0.9109,pagerank,2024-06-07
PRD00193,PRD00192,0.9729,collaborative,2023-07-23
PRD00193,PRD00170,0.6972,collaborative,2025-06-14
PRD00194,PRD00190,0.668,pagerank,2024-05-15
PRD00194,PRD00180,0.6444,pagerank,2025-12-27
PRD00195,PRD00187,0.7019,collaborative,2025-02-13
PRD00195,PRD00183,0.7417,content-based,2024-10-30
PRD00195,PRD00179,0.5983,pagerank,2023-04-11
PRD00196,PRD00187,0.6434,pagerank,2022-03-17
PRD00196,PRD00167,0.6547,node-similarity,2025-08-20
PRD00196,PRD00170,0.8846,hybrid,2023-02-21
PRD00197,PRD00194,0.7392,pagerank,2025-05-27
PRD00197,PRD00182,0.9272,node-similarity,2024-06-02
PRD00197,PRD00180,0.748,content-based,2022-12-10
PRD00198,PRD00179,0.5594,hybrid,2024-12-01
PRD00198,PRD00177,0.9836,hybrid,2025-02-15
PRD00199,PRD00213,0.7182,content-based,2023-09-04
PRD00199,PRD00217,0.8744,content-based,2022-05-10
PRD00199,PRD00222,0.6357,hybrid,2022-04-11
PRD00200,PRD00208,0.7034,hybrid,2024-10-05
PRD00200,PRD00211,0.5873,collaborative,2024-12-08
PRD00200,PRD00209,0.9687,content-based,2024-06-11
PRD00201,PRD00217,0.6349,pagerank,2022-09-14
PRD00201,PRD00209,0.6213,node-similarity,2022-09-10
PRD00201,PRD00220,0.5841,hybrid,2025-04-09
PRD00202,PRD00207,0.6259,collaborative,2023-06-13
PRD00202,PRD00210,0.7537,content-based,2023-09-06
PRD00202,PRD00199,0.5854,collaborative,2025-09-09
PRD00203,PRD00217,0.844,content-based,2025-01-01
PRD00203,PRD00204,0.5657,hybrid,2025-05-23
PRD00203,PRD00213,0.8727,collaborative,2025-11-01
PRD00204,PRD00213,0.8497,content-based,2022-08-19
PRD00204,PRD00210,0.6681,node-similarity,2025-09-23
PRD00205,PRD00221,0.9671,collaborative,2025-07-08
PRD00205,PRD00222,0.6641,content-based,2022-11-27
PRD00205,PRD00202,0.7908,pagerank,2023-12-02
PRD00206,PRD00205,0.8648,node-similarity,2024-02-10
PRD00206,PRD00202,0.7806,hybrid,2024-08-05
PRD00206,PRD00216,0.5842,hybrid,2023-09-04
PRD00207,PRD00217,0.8649,content-based,2023-10-10
PRD00207,PRD00201,0.7319,content-based,2025-02-02
PRD00207,PRD00218,0.5505,node-similarity,2022-06-08
PRD00208,PRD00221,0.6645,content-based,2023-11-12
PRD00208,PRD00201,0.6014,content-based,2022-11-13
PRD00208,PRD00224,0.668,content-based,2025-07-13
PRD00209,PRD00208,0.8414,content-based,2024-01-22
PRD00209,PRD00214,0.7264,content-based,2024-05-17
PRD00209,PRD00224,0.8245,node-similarity,2024-10-04
PRD00210,PRD00199,0.6854,hybrid,2024-11-07
PRD00210,PRD00201,0.6216,collaborative,2025-04-28
PRD00210,PRD00216,0.8302,content-based,2025-07-20
PRD00211,PRD00222,0.9541,hybrid,2025-09-19
PRD00211,PRD00199,0.6151,collaborative,2023-02-08
PRD00211,PRD00208,0.7087,pagerank,2024-01-08
PRD00212,PRD00205,0.6995,content-based,2025-10-21
PRD00212,PRD00211,0.9035,content-based,2025-06-17
PRD00212,PRD00214,0.756,node-similarity,2024-11-29
PRD00213,PRD00206,0.9346,pagerank,2022-08-25
PRD00213,PRD00209,0.8727,collaborative,2022-06-12
PRD00213,PRD00211,0.752,content-based,2023-12-01
PRD00214,PRD00201,0.9399,hybrid,2025-11-03
PRD00214,PRD00204,0.5907,hybrid,2025-12-08
PRD00215,PRD00220,0.8477,pagerank,2023-08-15
PRD00215,PRD00200,0.5657,content-based,2022-04-01
PRD00215,PRD00207,0.7712,collaborative,2022-06-24
PRD00216,PRD00221,0.8759,hybrid,2022-09-12
PRD00216,PRD00201,0.8324,node-similarity,2023-08-16
PRD00216,PRD00205,0.8009,node-similarity,2023-01-03
PRD00217,PRD00221,0.8915,hybrid,2025-03-21
PRD00217,PRD00202,0.8478,hybrid,2022-09-29
PRD00217,PRD00213,0.5605,hybrid,2022-05-29
PRD00218,PRD00220,0.9772,node-similarity,2023-08-24
PRD00218,PRD00222,0.5789,content-based,2022-03-22
PRD00218,PRD00202,0.9441,content-based,2025-12-28
PRD00219,PRD00210,0.9445,node-similarity,2024-06-01
PRD00219,PRD00211,0.5901,node-similarity,2025-03-12
PRD00219,PRD00224,0.5873,node-similarity,2023-08-05
PRD00220,PRD00203,0.961,collaborative,2024-01-10
PRD00220,PRD00202,0.9145,pagerank,2023-09-05
PRD00220,PRD00199,0.9456,hybrid,2022-03-27
PRD00221,PRD00224,0.9503,node-similarity,2023-07-20
PRD00221,PRD00204,0.7154,pagerank,2025-06-30
PRD00221,PRD00201,0.7797,collaborative,2022-09-13
PRD00222,PRD00221,0.9859,collaborative,2024-10-22
PRD00222,PRD00209,0.5523,collaborative,2023-02-17
PRD00222,PRD00200,0.7442,hybrid,2023-06-17
PRD00223,PRD00221,0.6322,collaborative,2025-08-08
PRD00223,PRD00204,0.9823,hybrid,2025-11-15
PRD00223,PRD00206,0.634,hybrid,2023-03-15
PRD00224,PRD00199,0.9497,content-based,2025-02-09
PRD00224,PRD00214,0.6722,hybrid,2022-05-14
PRD00224,PRD00205,0.9194,content-based,2022-02-16
PRD00225,PRD00256,0.9154,content-based,2022-07-26
PRD00225,PRD00238,0.9149,hybrid,2024-08-30
PRD00225,PRD00229,0.8105,collaborative,2022-01-13
PRD00226,PRD00239,0.8586,content-based,2023-07-07
PRD00226,PRD00252,0.8803,content-based,2024-03-29
PRD00226,PRD00230,0.7411,hybrid,2025-08-10
PRD00227,PRD00233,0.9597,hybrid,2024-05-16
PRD00227,PRD00238,0.5776,collaborative,2024-07-15
PRD00227,PRD00226,0.8539,content-based,2023-04-27
PRD00228,PRD00231,0.9353,collaborative,2022-07-25
PRD00228,PRD00243,0.8982,pagerank,2023-06-18
PRD00228,PRD00250,0.8001,hybrid,2022-08-23
PRD00229,PRD00255,0.886,collaborative,2024-04-27
PRD00229,PRD00253,0.711,hybrid,2022-01-09
PRD00229,PRD00230,0.7477,pagerank,2022-05-20
PRD00230,PRD00247,0.814,content-based,2023-04-14
PRD00230,PRD00245,0.9228,content-based,2025-03-30
PRD00230,PRD00242,0.6245,content-based,2025-10-25
PRD00231,PRD00230,0.8858,pagerank,2023-12-14
PRD00231,PRD00254,0.6286,collaborative,2024-07-30
PRD00231,PRD00249,0.5708,node-similarity,2022-10-29
PRD00232,PRD00255,0.8915,node-similarity,2025-08-05
PRD00232,PRD00253,0.705,hybrid,2025-05-05
PRD00232,PRD00225,0.5548,pagerank,2023-12-14
PRD00233,PRD00254,0.9394,content-based,2024-01-19
PRD00233,PRD00232,0.5588,hybrid,2023-07-13
PRD00233,PRD00236,0.9485,collaborative,2023-11-13
PRD00234,PRD00243,0.805,content-based,2024-01-19
PRD00234,PRD00245,0.7828,node-similarity,2023-11-04
PRD00234,PRD00233,0.7675,node-similarity,2023-01-02
PRD00235,PRD00252,0.5926,content-based,2025-03-11
PRD00235,PRD00257,0.7056,collaborative,2022-10-27
PRD00235,PRD00233,0.5984,content-based,2025-06-08
PRD00236,PRD00247,0.9091,pagerank,2025-11-04
PRD00236,PRD00228,0.7181,content-based,2022-01-16
PRD00236,PRD00245,0.9512,hybrid,2024-07-06
PRD00237,PRD00249,0.8433,pagerank,2025-08-09
PRD00237,PRD00246,0.6277,content-based,2022-03-28
PRD00237,PRD00229,0.8811,collaborative,2022-08-29
PRD00238,PRD00237,0.7394,node-similarity,2024-06-29
PRD00238,PRD00255,0.7852,node-similarity,2025-06-25
PRD00239,PRD00244,0.6691,pagerank,2024-08-24
PRD00239,PRD00251,0.9104,collaborative,2023-02-18
PRD00239,PRD00252,0.7861,collaborative,2022-05-16
PRD00240,PRD00230,0.9328,collaborative,2025-06-08
PRD00240,PRD00244,0.6268,collaborative,2023-04-11
PRD00240,PRD00232,0.7614,content-based,2024-09-30
PRD00241,PRD00249,0.8876,content-based,2025-04-04
PRD00241,PRD00252,0.5912,node-similarity,2023-05-03
PRD00241,PRD00226,0.6211,pagerank,2024-03-28
PRD00242,PRD00233,0.6736,pagerank,2025-06-07
PRD00242,PRD00236,0.5999,pagerank,2022-08-18
PRD00242,PRD00248,0.8575,collaborative,2025-11-24
PRD00243,PRD00252,0.5844,content-based,2022-01-31
PRD00243,PRD00241,0.9166,pagerank,2025-09-13
PRD00243,PRD00247,0.98,pagerank,2022-01-24
PRD00244,PRD00253,0.6986,content-based,2023-04-29
PRD00244,PRD00252,0.8402,content-based,2022-03-24
PRD00244,PRD00235,0.6592,pagerank,2025-11-18
PRD00245,PRD00249,0.97,content-based,2023-11-03
PRD00245,PRD00238,0.6973,hybrid,2022-02-02
PRD00245,PRD00248,0.8122,pagerank,2025-06-19
PRD00246,PRD00234,0.5542,node-similarity,2022-08-01
PRD00246,PRD00250,0.6184,collaborative,2023-09-11
PRD00246,PRD00242,0.9346,content-based,2023-04-22
PRD00247,PRD00240,0.5689,collaborative,2023-11-02
PRD00247,PRD00229,0.8784,pagerank,2022-09-07
PRD00248,PRD00227,0.9165,collaborative,2022-09-10
PRD00248,PRD00238,0.7723,pagerank,2024-02-21
PRD00248,PRD00225,0.671,content-based,2023-11-05
PRD00249,PRD00227,0.9241,collaborative,2022-09-27
PRD00249,PRD00226,0.5642,node-similarity,2025-01-28
PRD00250,PRD00232,0.743,collaborative,2022-12-29
PRD00250,PRD00226,0.7742,collaborative,2024-01-30
PRD00250,PRD00256,0.9501,hybrid,2025-09-13
PRD00251,PRD00227,0.6103,content-based,2022-10-01
PRD00251,PRD00230,0.8099,hybrid,2024-05-23
PRD00251,PRD00249,0.9002,pagerank,2024-04-09
PRD00252,PRD00255,0.9775,collaborative,2023-12-28
PRD00252,PRD00250,0.9394,collaborative,2023-12-24
PRD00253,PRD00257,0.76,node-similarity,2023-12-11
PRD00253,PRD00233,0.6414,collaborative,2023-01-03
PRD00253,PRD00237,0.5562,node-similarity,2022-02-14
PRD00254,PRD00237,0.658,content-based,2024-12-07
PRD00254,PRD00241,0.8509,node-similarity,2023-01-20
PRD00254,PRD00239,0.5848,pagerank,2025-09-25
PRD00255,PRD00240,0.8888,hybrid,2025-05-11
PRD00255,PRD00253,0.8978,node-similarity,2022-08-31
PRD00256,PRD00228,0.6852,content-based,2022-12-03
PRD00256,PRD00240,0.8518,content-based,2024-11-01
PRD00257,PRD00242,0.7967,collaborative,2022-09-20
PRD00257,PRD00251,0.7429,pagerank,2022-04-07
PRD00257,PRD00225,0.9014,content-based,2022-01-28
PRD00258,PRD00267,0.8879,pagerank,2023-07-29
PRD00258,PRD00282,0.6393,node-similarity,2022-08-22
PRD00258,PRD00275,0.7764,pagerank,2022-02-07
PRD00259,PRD00271,0.6063,hybrid,2023-06-01
PRD00259,PRD00273,0.8472,node-similarity,2022-06-15
PRD00259,PRD00283,0.6833,collaborative,2022-01-01
PRD00260,PRD00259,0.8082,node-similarity,2022-07-30
PRD00260,PRD00262,0.7078,node-similarity,2022-03-16
PRD00260,PRD00264,0.6278,node-similarity,2024-10-23
PRD00261,PRD00258,0.8136,hybrid,2024-01-13
PRD00261,PRD00267,0.7157,node-similarity,2022-08-22
PRD00261,PRD00263,0.7973,content-based,2024-07-04
PRD00262,PRD00271,0.9689,hybrid,2022-02-12
PRD00262,PRD00263,0.6723,node-similarity,2023-05-03
PRD00262,PRD00268,0.6821,hybrid,2024-04-29
PRD00263,PRD00282,0.9707,content-based,2025-10-05
PRD00263,PRD00260,0.9235,node-similarity,2025-03-12
PRD00264,PRD00269,0.7026,content-based,2025-02-03
PRD00264,PRD00271,0.9841,hybrid,2025-03-13
PRD00264,PRD00274,0.6002,node-similarity,2022-08-08
PRD00265,PRD00262,0.7958,collaborative,2024-06-05
PRD00265,PRD00275,0.5552,content-based,2023-09-20
PRD00265,PRD00259,0.7435,hybrid,2024-04-17
PRD00266,PRD00268,0.9444,node-similarity,2025-08-13
PRD00266,PRD00278,0.553,hybrid,2022-04-26
PRD00266,PRD00279,0.707,node-similarity,2024-06-20
PRD00267,PRD00265,0.666,collaborative,2023-01-31
PRD00267,PRD00283,0.853,content-based,2022-06-16
PRD00267,PRD00275,0.7335,collaborative,2024-01-18
PRD00268,PRD00282,0.7657,hybrid,2025-03-28
PRD00268,PRD00281,0.5632,content-based,2022-03-01
PRD00268,PRD00277,0.6139,content-based,2023-03-17
PRD00269,PRD00277,0.5571,node-similarity,2025-05-24
PRD00269,PRD00281,0.8771,content-based,2024-08-22
PRD00269,PRD00260,0.6703,node-similarity,2024-09-05
PRD00270,PRD00281,0.962,hybrid,2024-10-25
PRD00270,PRD00261,0.8684,pagerank,2022-04-27
PRD00270,PRD00258,0.8698,hybrid,2024-03-04
PRD00271,PRD00270,0.5908,node-similarity,2025-01-07
PRD00271,PRD00274,0.6034,collaborative,2022-11-07
PRD00272,PRD00271,0.9061,collaborative,2023-06-22
PRD00272,PRD00282,0.7016,hybrid,2023-12-16
PRD00272,PRD00263,0.6395,content-based,2023-09-07
PRD00273,PRD00266,0.9633,collaborative,2024-10-29
PRD00273,PRD00267,0.9035,pagerank,2023-10-24
PRD00273,PRD00261,0.734,pagerank,2023-07-10
PRD00274,PRD00265,0.874,pagerank,2025-05-01
PRD00274,PRD00261,0.5594,pagerank,2022-09-05
PRD00274,PRD00277,0.6829,node-similarity,2022-02-18
PRD00275,PRD00270,0.9042,node-similarity,2023-07-13
PRD00275,PRD00261,0.7454,collaborative,2022-02-17
PRD00275,PRD00260,0.7594,hybrid,2023-09-18
PRD00276,PRD00280,0.9583,collaborative,2023-03-20
PRD00276,PRD00282,0.8894,pagerank,2025-11-03
PRD00276,PRD00263,0.9073,content-based,2022-12-29
PRD00277,PRD00273,0.6478,collaborative,2024-08-09
PRD00277,PRD00283,0.5965,collaborative,2023-12-15
PRD00278,PRD00264,0.6843,node-similarity,2024-10-20
PRD00278,PRD00272,0.9697,hybrid,2022-10-28
PRD00278,PRD00261,0.759,pagerank,2023-11-21
PRD00279,PRD00268,0.5721,node-similarity,2024-03-18
PRD00279,PRD00261,0.8533,hybrid,2024-09-20
PRD00279,PRD00282,0.8793,hybrid,2023-04-28
PRD00280,PRD00278,0.6952,content-based,2024-04-23
PRD00280,PRD00277,0.6652,content-based,2023-04-03
PRD00281,PRD00260,0.8435,collaborative,2023-07-17
PRD00281,PRD00273,0.8201,node-similarity,2022-10-22
PRD00282,PRD00267,0.7455,content-based,2022-07-25
PRD00282,PRD00271,0.6129,content-based,2024-05-17
PRD00282,PRD00283,0.945,pagerank,2022-12-28
PRD00283,PRD00260,0.8006,node-similarity,2022-04-12
PRD00283,PRD00272,0.8177,node-similarity,2025-12-28
PRD00284,PRD00307,0.6588,collaborative,2024-03-18
PRD00284,PRD00291,0.7702,pagerank,2024-04-27
PRD00284,PRD00305,0.6173,hybrid,2024-12-05
PRD00285,PRD00289,0.9018,node-similarity,2023-04-21
PRD00285,PRD00287,0.571,content-based,2022-09-04
PRD00285,PRD00301,0.755,pagerank,2022-11-13
PRD00286,PRD00284,0.716,content-based,2024-03-01
PRD00286,PRD00298,0.7945,collaborative,2022-06-19
PRD00286,PRD00310,0.6358,pagerank,2024-08-02
PRD00287,PRD00292,0.7459,node-similarity,2023-02-02
PRD00287,PRD00288,0.8588,hybrid,2025-08-09
PRD00287,PRD00306,0.9157,hybrid,2022-03-17
PRD00288,PRD00291,0.7094,hybrid,2024-07-12
PRD00288,PRD00305,0.742,hybrid,2025-07-07
PRD00288,PRD00300,0.8032,collaborative,2023-07-30
PRD00289,PRD00311,0.7048,content-based,2022-08-22
PRD00289,PRD00302,0.7415,collaborative,2022-09-20
PRD00289,PRD00294,0.9818,content-based,2023-03-11
PRD00290,PRD00288,0.8766,pagerank,2025-02-12
PRD00290,PRD00298,0.9256,pagerank,2025-11-05
PRD00290,PRD00302,0.6075,collaborative,2024-06-02
PRD00291,PRD00287,0.6401,collaborative,2024-05-14
PRD00291,PRD00294,0.6832,content-based,2022-12-03
PRD00291,PRD00286,0.5645,pagerank,2025-06-20
PRD00292,PRD00286,0.6011,pagerank,2023-02-23
PRD00292,PRD00300,0.5704,collaborative,2024-10-04
PRD00293,PRD00304,0.7743,node-similarity,2023-05-18
PRD00293,PRD00298,0.786,node-similarity,2023-05-18
PRD00293,PRD00291,0.6327,content-based,2023-08-28
PRD00294,PRD00287,0.9071,hybrid,2022-02-05
PRD00294,PRD00306,0.9343,content-based,2023-12-15
PRD00294,PRD00302,0.9167,pagerank,2022-08-25
PRD00295,PRD00293,0.7567,collaborative,2022-03-04
PRD00295,PRD00284,0.9055,content-based,2022-03-14
PRD00295,PRD00287,0.67,collaborative,2025-12-27
PRD00296,PRD00293,0.8999,node-similarity,2025-05-28
PRD00296,PRD00298,0.6077,hybrid,2025-12-23
PRD00296,PRD00304,0.85,collaborative,2024-03-12
PRD00297,PRD00305,0.9584,collaborative,2022-12-23
PRD00297,PRD00300,0.6094,hybrid,2025-02-05
PRD00297,PRD00292,0.7417,collaborative,2025-06-01
PRD00298,PRD00291,0.6085,collaborative,2024-08-26
PRD00298,PRD00303,0.6748,content-based,2022-04-20
PRD00298,PRD00292,0.6781,pagerank,2023-02-02
PRD00299,PRD00292,0.6925,content-based,2025-01-20
PRD00299,PRD00295,0.7468,hybrid,2022-09-24
PRD00299,PRD00313,0.9424,collaborative,2024-09-08
PRD00300,PRD00309,0.5674,hybrid,2025-09-15
PRD00300,PRD00295,0.7352,node-similarity,2025-04-20
PRD00300,PRD00285,0.7348,pagerank,2025-08-02
PRD00301,PRD00312,0.8289,hybrid,2025-05-08
PRD00301,PRD00299,0.7952,collaborative,2024-03-25
PRD00301,PRD00288,0.881,content-based,2025-06-06
PRD00302,PRD00291,0.7168,hybrid,2024-01-13
PRD00302,PRD00299,0.7278,hybrid,2022-05-28
PRD00302,PRD00303,0.9046,collaborative,2022-11-27
PRD00303,PRD00313,0.8094,pagerank,2022-02-01
PRD00303,PRD00291,0.896,node-similarity,2024-11-21
PRD00303,PRD00300,0.7516,content-based,2023-08-26
PRD00304,PRD00309,0.85,content-based,2024-08-28
PRD00304,PRD00300,0.5784,collaborative,2025-06-17
PRD00305,PRD00313,0.8202,node-similarity,2023-08-14
PRD00305,PRD00296,0.5877,content-based,2024-06-25
PRD00305,PRD00311,0.869,collaborative,2025-05-22
PRD00306,PRD00290,0.5829,collaborative,2025-08-31
PRD00306,PRD00291,0.8757,hybrid,2024-08-27
PRD00306,PRD00296,0.8182,node-similarity,2023-08-26
PRD00307,PRD00314,0.8121,hybrid,2025-10-12
PRD00307,PRD00305,0.813,collaborative,2024-11-11
PRD00307,PRD00294,0.6729,collaborative,2024-12-12
PRD00308,PRD00286,0.7693,collaborative,2022-08-12
PRD00308,PRD00284,0.6352,content-based,2024-04-02
PRD00308,PRD00311,0.5742,content-based,2023-08-11
PRD00309,PRD00292,0.6043,content-based,2022-06-18
PRD00309,PRD00307,0.5894,pagerank,2024-11-27
PRD00309,PRD00291,0.737,content-based,2025-02-16
PRD00310,PRD00314,0.8161,node-similarity,2022-06-11
PRD00310,PRD00312,0.7072,collaborative,2024-06-09
PRD00310,PRD00294,0.5556,content-based,2024-05-02
PRD00311,PRD00284,0.7518,pagerank,2023-04-07
PRD00311,PRD00313,0.9507,hybrid,2025-01-31
PRD00311,PRD00298,0.6248,content-based,2022-08-07
PRD00312,PRD00304,0.8547,pagerank,2022-02-23
PRD00312,PRD00293,0.678,hybrid,2025-07-27
PRD00312,PRD00296,0.8931,hybrid,2023-06-20
PRD00313,PRD00285,0.6651,hybrid,2024-07-18
PRD00313,PRD00308,0.7619,node-similarity,2022-12-10
PRD00313,PRD00301,0.8793,content-based,2023-10-24
PRD00314,PRD00312,0.9486,content-based,2025-10-18
PRD00314,PRD00291,0.6728,pagerank,2023-05-01
PRD00314,PRD00286,0.839,pagerank,2022-03-20
PRD00315,PRD00341,0.6243,node-similarity,2024-11-02
PRD00315,PRD00338,0.8377,hybrid,2025-05-06
PRD00315,PRD00347,0.7507,content-based,2025-02-04
PRD00316,PRD00342,0.9665,hybrid,2024-12-16
PRD00316,PRD00329,0.6246,content-based,2022-05-14
PRD00316,PRD00332,0.6207,content-based,2024-09-19
PRD00317,PRD00345,0.6475,node-similarity,2025-01-30
PRD00317,PRD00316,0.5701,collaborative,2025-11-15
PRD00317,PRD00315,0.7279,content-based,2022-09-29
PRD00318,PRD00337,0.5666,hybrid,2023-06-26
PRD00318,PRD00328,0.7093,pagerank,2025-03-25
PRD00318,PRD00329,0.9745,hybrid,2025-04-02
PRD00319,PRD00334,0.6194,node-similarity,2024-11-03
PRD00319,PRD00325,0.7466,content-based,2022-10-01
PRD00319,PRD00324,0.7423,hybrid,2023-06-20
PRD00320,PRD00316,0.7885,node-similarity,2022-11-30
PRD00320,PRD00343,0.6998,hybrid,2025-01-04
PRD00320,PRD00318,0.9418,node-similarity,2022-02-05
PRD00321,PRD00340,0.9259,hybrid,2025-01-18
PRD00321,PRD00325,0.6483,content-based,2023-01-08
PRD00321,PRD00328,0.9479,pagerank,2022-03-22
PRD00322,PRD00326,0.8621,node-similarity,2022-06-18
PRD00322,PRD00344,0.9224,hybrid,2022-07-24
PRD00322,PRD00339,0.815,collaborative,2024-04-02
PRD00323,PRD00331,0.7638,node-similarity,2022-01-22
PRD00323,PRD00317,0.8715,pagerank,2022-03-04
PRD00323,PRD00345,0.6027,pagerank,2022-01-04
PRD00324,PRD00347,0.6639,node-similarity,2022-09-14
PRD00324,PRD00341,0.5718,hybrid,2022-08-22
PRD00325,PRD00334,0.9028,collaborative,2022-07-08
PRD00325,PRD00317,0.7131,collaborative,2023-01-03
PRD00325,PRD00344,0.8982,content-based,2023-12-13
PRD00326,PRD00345,0.5546,pagerank,2024-10-21
PRD00326,PRD00320,0.7605,content-based,2022-11-18
PRD00326,PRD00315,0.9855,pagerank,2023-01-17
PRD00327,PRD00346,0.8509,node-similarity,2025-06-25
PRD00327,PRD00331,0.7571,hybrid,2024-07-21
PRD00327,PRD00338,0.6406,node-similarity,2022-08-10
PRD00328,PRD00335,0.8471,content-based,2024-08-28
PRD00328,PRD00323,0.6528,content-based,2023-01-22
PRD00328,PRD00315,0.8769,node-similarity,2022-11-14
PRD00329,PRD00331,0.8333,collaborative,2025-01-01
PRD00329,PRD00335,0.9582,node-similarity,2025-08-22
PRD00329,PRD00341,0.7198,hybrid,2022-11-29
PRD00330,PRD00315,0.8714,hybrid,2024-06-19
PRD00330,PRD00318,0.7762,pagerank,2022-02-03
PRD00330,PRD00321,0.9498,hybrid,2024-01-02
PRD00331,PRD00328,0.5558,hybrid,2023-02-25
PRD00331,PRD00336,0.6237,content-based,2025-04-11
PRD00331,PRD00330,0.6903,collaborative,2024-08-08
PRD00332,PRD00336,0.7107,content-based,2024-12-06
PRD00332,PRD00346,0.9036,content-based,2025-05-10
PRD00332,PRD00335,0.5506,node-similarity,2024-10-15
PRD00333,PRD00346,0.6774,content-based,2023-07-19
PRD00333,PRD00327,0.812,hybrid,2022-09-26
PRD00333,PRD00322,0.6815,pagerank,2023-08-09
